"word_txt","word_tr","phrase_txt","phrase_tr","prev_word_txt","prev_word_tr","next_word_txt","next_word_tr","poss_type","pronominal","ablative","poss_rel"
"da","cl.poss.kin","Bogo llɨg da bo mälla da bogo Yun män dan do Sipik a dällädeyo",NA,"llɨg","child","bo","3.sg.poss","da","no",NA,"kinship"
"bo","3.sg.poss","Bogo llɨg da bo mälla da bogo Yun män dan do Sipik a dällädeyo",NA,"da","cl.poss.kin","mälla","wife","bo","yes","no","kinship"
"ngämo","1.sg.poss","A käza bin a ngämo bin a eran ge ngäna any Suki bin ane ttaem eran Agaeya Kidarga",NA,"a","nom","bin","name","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma ngämi dag ngaska auli dag masar o",NA,"kidarga","male personal name,","","","ngäma","yes","no",NA
"oba","3.nsg.poss","Gabma da gongnoealle auli pazi giddoll e dan ngäna ada oba dändärmeny dag oba tu years",NA,"ada","like this","dändärmeny","hear-priv","oba","yes","no",NA
"oba","3.nsg.poss","Gabma da gongnoealle auli pazi giddoll e dan ngäna ada oba dändärmeny dag oba tu years",NA,"","","tu","two","oba","yes","no",NA
"obo","3.sg.poss","Ada gogalle bongo däbe obo anyke de näbäddalle",NA,"däbe","that.nom","anyke","spirit","obo","yes","no",NA
"ngämo","1.sg.poss","Be ngäna do Mospi dagirne BP mi ge ede Mutu eka da ngämo do umllang gogän",NA,"da","nom","do","there","ngämo","yes","no",NA
"oba","3.nsg.poss","Ao daeya ngänäm ada dagän oba mudan bogo eka umllang dan oba mani beyawa bänglläbänän",NA,"","","mudan","cop.prohib.prs.sgS","oba","yes","no",NA
"oba","3.nsg.poss","Ao daeya ngänäm ada dagän oba mudan bogo eka umllang dan oba mani beyawa bänglläbänän",NA,"","","mani","money","oba","yes","no",NA
"oba","3.nsg.poss","Daeya ngäna ada dageyo ai dan oba bongo nalle bongo mamos dan",NA,"dan","cop.prs.sgS","bongo","2.sg.nom","oba","yes","no",NA
"bäne","2.sg.poss","Kansel ony e daeya bäne yaya wa gogän ako",NA,"daeya","cop.pst.sgS","yaya","father","bäne (2)","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ngäma markae a gabma da beyawaeneya Paskam",NA,"ako","again,","markae","white.person","ngäma","yes","no",NA
"iba","1.incl.nsg.poss","Ngäma kame ikop a ge iba ge lla da kame ikop",NA,"ge","this","ge","this","iba","yes","no",NA
"oba","3.nsg.poss","ge ttängäm ulle oba any mäk a däbäddän ngattong ede beyawaenen Anuabada",NA,"ulle","big","any","something","oba","yes","no",NA
"oba","3.nsg.poss","Ede oba eka daeya Anuabada aba eka da Mutu da oba eka dan",NA,"ede","so","eka","speak","oba","yes","no",NA
"aba","3.nsg.poss","Ede oba eka daeya Anuabada aba eka da Mutu da oba eka dan",NA,"anuabada","","eka","speak","aba","yes","no",NA
"oba","3.nsg.poss","Ede oba eka daeya Anuabada aba eka da Mutu da oba eka dan",NA,"da","nom","eka","speak","oba","yes","no",NA
"ngämo","1.sg.poss","Ddone ngämo bänga any kälakälae mägaem Mägaem eka da ngämo dändär dan",NA,"ddone","not","bänga","though","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ddone ngämo bänga any kälakälae mägaem Mägaem eka da ngämo dändär dan",NA,"da","nom","dändär","hear","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ka ngämo däbe any a ge Sibidirag aba eka da ngämo eran",NA,"ka","counterfactual","däbe","that.nom","ngämo","yes","no",NA
"aba","3.nsg.poss","Ka ngämo däbe any a ge Sibidirag aba eka da ngämo eran",NA,"sibidirag","place name-att","eka","speak","aba","yes","no",NA
"ngämo","1.sg.poss","Ka ngämo däbe any a ge Sibidirag aba eka da ngämo eran",NA,"da","nom","eran","aux.prs.1|3sgA>3sgP,","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","ngäma eka mit a däbe ako dedme sapasapang gogeyo",NA,"eran","aux.prs.1|3sgA>3sgP,","eka","speak","ngäma","yes","no",NA
"aba","3.nsg.poss","Be eka da gänyaeya any eka da ge Gundmi eka da Sibidirag aba eka da",NA,"sibidirag","place name-att","eka","speak","aba","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma Tame aba eka mit a diban",NA,"da","nom,","tame","language name","ngäma","yes","no",NA
"aba","3.nsg.poss","Ngäma Tame aba eka mit a diban",NA,"tame","language name","eka","speak","aba","yes","no",NA
"ngämo","1.sg.poss","Ngämo yaya ngämo yaya Tame ngäna Tame mamatt dan",NA,"diban","cop.that.prs.sgS,","yaya","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo yaya ngämo yaya Tame ngäna Tame mamatt dan",NA,"","","yaya","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ddone nga ngäna peba malla ngämo peba da dadräbag dan",NA,"malla","not","peba","paper","ngämo","yes","no",NA
"ngämo","1.sg.poss","Be ngämo gänyan eka dae ge",NA,"be","but","gänyan","cop.here.prs.sgS","ngämo","yes","no",NA
"ngämo","1.sg.poss","A be ngämo bänga ada Tame eka da umllang dan bänga ngämo",NA,"be","but","bänga","though","ngämo","yes","no",NA
"ngämo","1.sg.poss,","A be ngämo bänga ada Tame eka da umllang dan bänga ngämo",NA,"bänga","though","be","but","ngämo","yes","no",NA
"ngämo","1.sg.poss","Be ngäna mäzi ae panypeny ddone mulldae dan be dändär a ngämo mulldae dan",NA,"a","nom","mulldae","able","ngämo","yes","no",NA
"bänene","2.sg.pst.poss","WGG ede ttongo lla da ddone ttättle bägagän bänene yeka de bongo malla gagäll de panypeny eralle be bongo mermerae panypeny ge ddone ttättle bägagän",NA,"bägagän","aux.fut.3sgA>3sgP","yeka","language","bänene","yes","yes",NA
"ngämo","1.sg.poss","Ngäna ere ngämo yaya eraeya Nakllae ngäna Ende ekawalle eka däntamenyne",NA,"ere","which.acc","yaya","father","ngämo","yes","no","kinship"
"oba","3.nsg.poss","Be bogo mäse ada gognän ada oba iba eka da umllang bognegän",NA,"ada","like this","iba","1.incl.nsg.poss","oba","yes","no",NA
"iba","1.incl.nsg.poss","Be bogo mäse ada gognän ada oba iba eka da umllang bognegän",NA,"oba","3.nsg.poss","eka","speak","iba","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngämi ada gogmam ngäma däbe eka da kame dan",NA,"gogmam","aux.rem.1|2plS","däbe","that.nom","ngäma","yes","no",NA
"bo","3.sg.poss","WGG Bäne yae bo yeka wabal a ereya",NA,"yae","mother","yeka","language","bo","yes","no",NA
"mällaeyaba","woman=3.nsg.poss","Ngämo kame dan any dan ge mällaeyaba za dan",NA,"ge","this","za","thing","aba","yes","no",NA
"mällaeyaba","woman=3.nsg.poss","Mällaeyaba za da ge mällaeyaba bin a za dan",NA,"dan","cop.prs.sgS,","za","thing","aba","yes","no",NA
"mällaeyaba","woman=3.nsg.poss","Mällaeyaba za da ge mällaeyaba bin a za dan",NA,"ge","this","bin","name","aba","yes","no",NA
"oba","3.nsg.poss","WGG Diban oba bin a däbeya",NA,"","","bin","name","oba","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngämi Kondoboll att dag ede ngäma masar eka ngämi dawengameya",NA,"ede","so","masar","grandfather","ngäma","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Do ngäma ttängäm a Tame a utale daeya",NA,"do","there","ttängäm","place","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ngämo mälla da däpleon Apodo",NA,"daeya","cop.pst.sgS,","mälla","woman","ngämo","yes","no","kinship"
"obo","3.sg.poss","Mabun daeya obo any a",NA,"daeya","cop.pst.sgS","any","something","obo","yes","no",NA
"ngämo","1.sg.poss","Mabun ngämo oba bin mabun any a kame dan gänyan ngäna käza dan be därallag daeya",NA,"mabun","clan","oba","3.nsg.poss","ngämo","yes","no",NA
"oba","3.nsg.poss","Mabun ngämo oba bin mabun any a kame dan gänyan ngäna käza dan be därallag daeya",NA,"ngämo","1.sg.poss","bin","name","oba","yes","no",NA
"bo","3.sg.poss","WGG Kwara bo",NA,"kwara","female personal name","wgg","Wagiba Geser","bo","yes","no",NA
"bo","3.sg.poss","WGG Ibetty bo mabun",NA,"ibetty","female personal name","mabun","clan","bo","yes","no",NA
"obo","3.sg.poss","Ge ada obo eka da ke-e ke-e ke-e",NA,"ada","like this","eka","speak","obo","yes","no",NA
"oba","3.nsg.poss","Oba mabun däban däbe",NA,"ke-e",",","mabun","clan","oba","yes","no",NA
"obo","3.sg.poss","WGG Obo yeka abal a eran",NA,"","","yeka","language","obo","yes","no",NA
"obo","3.sg.poss","Ngäna obo eka ngäna obo eka de ngämi dällädeya ede ngämi oballe eka gontemenyeya",NA,"ngäna","1.sg.nom","eka","speak","obo","yes","no",NA
"obo","3.sg.poss","Ngäna obo eka ngäna obo eka de ngämi dällädeya ede ngämi oballe eka gontemenyeya",NA,"ngäna","1.sg.nom","eka","speak","obo","yes","no",NA
"ngämo","1.sg.poss","Ao ngämo llɨg a gänyan Aruwa",NA,"","","llɨg","boy","ngämo","yes","no","kinship"
"ngämene","1.sg.pst.poss","Ngämene llɨg a komlladae dageyo",NA,"aruwa","male personal name,","llɨg","boy","ngämene","yes","yes","kinship"
"ngäma","1.excl.nsg.poss","Nga gänyagaeya ngämi tämamae Ende ekong dag ngäma eka Tame eka ngämi ddone panypeny eralla",NA,"","","eka","speak","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma bänga dändär a umllang dag",NA,"eralla","aux.prs.1|2nsgA>3sgP,","bänga","though","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ao ngämo yon a kamibi yon dag gänymeae ngäna gänya ttängämang de yon anggan",NA,"","","yon","dream","ngämo","yes","no",NA
"ngämo","1.sg.poss","A ngämo ekama dan däbe",NA,"","","ekama","","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo eka da Tame daeya",NA,"däbe","that.nom,","eka","speak","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo eka de",NA,"daeya","cop.pst.sgS,","eka","speak","ngämo","yes","no",NA
"ngämo","1.sg.poss","Be ngämo eka da gänyan ge",NA,"be","but","eka","speak","ngämo","yes","no",NA
"oba","3.nsg.poss","Ao oba eka dan ke",NA,"","","eka","speak","oba","yes","no",NA
"oba","3.nsg.poss","Oba yaya bin a ttongo daeya",NA,"ke","counterfactual,","yaya","father","oba","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ka be ada mäg a ngäma gänyaeya any dan mag",NA,"a","nom","gänyaeya","cop.here.pst.sgS","ngäma","yes","no",NA
"oba","3.nsg.poss","Eka panypeny ada dagaeya gänyme Llimollang a oba eka panypeny ttongo ingollang dagaeya",NA,"a","nom","eka panypeny","speak","oba","yes","no",NA
"oba","3.nsg.poss","Oke Malläm a oba de eka da ttongo ingollang daeya",NA,"a","nom","de","acc","oba","yes","no",NA
"oba","3.nsg.poss","Any a mäg a oba era ge sapasapang dagaeya oba bin a ngäma gänya ada mag",NA,"a","nom","era","foc","oba","yes","no",NA
"oba","3.nsg.poss","Any a mäg a oba era ge sapasapang dagaeya oba bin a ngäma gänya ada mag",NA,"dagaeya","cop.pst.plS","bin","name","oba","yes","no",NA
"ngäma","1.excl.nsg.poss","Any a mäg a oba era ge sapasapang dagaeya oba bin a ngäma gänya ada mag",NA,"a","nom","gänya","this","ngäma","yes","no",NA
"oba","3.nsg.poss","A oba ko Malläm ttängämang oba gänyan yae",NA,"a","nom","ko","then","oba","yes","no",NA
"oba","3.nsg.poss","A oba ko Malläm ttängämang oba gänyan yae",NA,"","","gänyan","cop.here.prs.sgS","oba","yes","no",NA
"oba","3.nsg.poss","A oba yaya da ko any dan baba",NA,"a","nom","yaya","father","oba","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ngäma gänyaeya yaya",NA,"baba","father,","gänyaeya","cop.here.pst.sgS","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Gänya ngäma eka ingoll gogon Ende da",NA,"gänya","this","eka","speak","ngäma","yes","no",NA
"bäne","2.sg.poss","Ddob lla da mɨnyi Tame da mɨnyi ada bageya ada ada kuki alle bongo ekalle bäne eka da Tame eka da malla umllang dan",NA,"","","eka","speak","bäne (2)","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma llɨg a tämamae Ende eka dällädeyo zäme mokowang dägageyo",NA,"dan","cop.prs.sgS,","llɨg","boy","ngäma","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Be ngäma bänga ttängäm a dan ngäma gudne masar adowatt da dindugän Nakllae",NA,"be","but","bänga","though","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Be ngäma bänga ttängäm a dan ngäma gudne masar adowatt da dindugän Nakllae",NA,"","","gudne","old","ngäma","yes","no",NA
"obo","3.sg.poss","A ngämi abo obo kameny ngämo mäg a bogo Ende ekong daeya",NA,"abo","then","kameny","non-existence","obo","yes","no",NA
"ngämo","1.sg.poss","A ngämi abo obo kameny ngämo mäg a bogo Ende ekong daeya",NA,"kameny","non-existence","mäg","mother","ngämo","yes","no","kinship"
"obäne","3.sg.pst.poss","A ngäna daeya obäne eka de nällädnan",NA,"daeya","cop.pst.sgS","eka","speak","obene","yes","yes",NA
"ngämo","1.sg.poss","A ede Ur dibaeya gänya Ende ekong mälla daeya ngämo mäg",NA,"","","mäg","mother,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo bin a - ngämo bin a bogo waenen Jugu o Mado","My name is, my name is either Jugu or Mado","mäg","mother,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin a - ngämo bin a bogo waenen Jugu o Mado","My name is, my name is either Jugu or Mado","-","","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo - ngämo mokowang bin a bogo aenen Jugu","Mine - my favourite name is Jugu","mado","male personal name,","-","","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo - ngämo mokowang bin a bogo aenen Jugu","Mine - my favourite name is Jugu","-","","mokowang","love-att","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ao ngämo bin di ddob lla da ttaem erallo ddob ngänäm gänyaballe ttaem Mado alle ddob Jugu alle","Yes some people call me by that name, others call me Mado, while others call me Jugu.","","","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba wa yae","My father and mother","alle","ins,","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo - ge bin a era ngämo pope ba bin dan ge Jugu bin a eran","Mine - this name is my uncle's name, this Jugu name","yae","mother,","-","","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo - ge bin a era ngämo pope ba bin dan ge Jugu bin a eran","Mine - this name is my uncle's name, this Jugu name","era","foc","pope","uncle","ngämo","yes","no","kinship"
"ba","3.nsg.poss","Ngämo - ge bin a era ngämo pope ba bin dan ge Jugu bin a eran","Mine - this name is my uncle's name, this Jugu name","pope","uncle","bin","name","ba","yes","no",NA
"ngämo","1.sg.poss","Ao ngämo nadum a daden","Yes I have my namesake.","","","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ao ngämo pope dag däbe","Yes, those are my uncles","ao","yes","pope","uncle","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo märäl a gänyme lla da ngaska ge gänyme ngämo märäl a lla da ddone dan","My same size (age) group people here may not be around. But some are those that I went to school together.","däbe","that.nom,","märäl","size","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo märäl a gänyme lla da ngaska ge gänyme ngämo märäl a lla da ddone dan","My same size (age) group people here may not be around. But some are those that I went to school together.","gänyme","here-loc","märäl","size","ngämo","yes","no",NA
"ngämo","1.sg.poss","Be ngämo kaeg a ttongo daden do dan Kinykiny me dan a Nämdäg",NA,"be","but","kaeg","relation type","ngämo","yes","no",NA
"bo","3.sg.poss","Gänya ngäna bo gänyaolle yaran abo ngäna ge ulle me de yaran","It is from there I came here, as I was already grown up before coming here.","ngäna","1.sg.nom","gänyaolle","here=all","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo pollo täräp me ngäna gänyaolle yaran gänyme de ngäna mälla peyang agan","It is in my adolescent age that I came here and got married.","yaran","aux.rec.1|3sgA>du|1pl|2plP,","pollo","young","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae a baba oke be ngämo mändmändag mäg a daden Donae ngänäm bogo aeya damändän","My mother and father, okay but I do have a foster (step) mother, she is Donae. She adopted me.","agan","aux.rec.1|3sgS,","yae","mother","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae a baba oke be ngämo mändmändag mäg a daden Donae ngänäm bogo aeya damändän","My mother and father, okay but I do have a foster (step) mother, she is Donae. She adopted me.","be","but","mändmändag","raise-agt","ngämo","yes","no",NA
"da","cl.poss","Ge ada dan a AC polis da bo ada dan ge ge da ada ami gonyo tärabol de bangeseyo da lla da bogäddnän da lla da bogäddnän","It's just like the AC Police has his job when people cause trouble or there is a fight.","polis","police","ada","like this","da bo","no",NA,NA
"bo","3.sg.poss","Ge ada dan a AC polis da bo ada dan ge ge da ada ami gonyo tärabol de bangeseyo da lla da bogäddnän da lla da bogäddnän","It's just like the AC Police has his job when people cause trouble or there is a fight.","da","cl.poss","ada","like this","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo mabun a kämlla","My totem is the porcupine (anteater).","bogäddnän","fight.fut.dur.3sgS>refl,","mabun","clan","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngäna erem eka de panynen anggan ede malla malla ngäna do ulle watt dan ge ngämo lla da ero giddollnen eran ge Kurinti","As I am telling this story, I did not grow up where my relatives are in Kurunti","ge","this","lla","man","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Kurunti mi be ngäna ngäna de gänyme zegatt dan Kibobma me zegatt ngäna do ddone dall ngäna de gänyme giddollnen allan ngämo ullema ttängäm a gänyan","At Kurunti. But as for me, I was born here in Kibobma. I did not go there. I am living here in this place that I grew up.","","","ullema","become.big-agt","ngämo","yes","no",NA
"iba","1.incl.nsg.poss","Ngäna erem eka de ttänganen anggan gänyag eka da ttänganen ma da ada pällämpälläm eka walle dangttängenegalle a iba eka walle Ende ao Ende eka walle","Those literature I read, here are the languages I read, in English and in our (Ende) language, yes in Ende language.","a","nom","eka","speak","iba","yes","no",NA
"ngämo","1.sg.poss","Oke ngämo baba bo bin a bogo wainen Karea","Okay, my father's name is Karea.","","","baba","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Oke ngämo baba bo bin a bogo wainen Karea","Okay, my father's name is Karea.","baba","father","bin","name","bo","yes","no",NA
"oba","3.nsg.poss","Bogo oba mäda eraeya dulibattäm daeya Kurintti Kurintti att lla deya","As for him, their father was from Kurunti, man from Kurunti.","","","mäda","father","oba","yes","no","kinship"
"bo","3.sg.poss","Oke llamda Poll de Bodog bo baba oba patme gänyme dagirnän","Okay the old man Pol, Bodog's father, they lived together.","bodog","male personal name","baba","father","bo","yes","no","kinship"
"medäda","father=cl.poss.kin","Medäda Mas mäse dowalle deyarnän ada ngämo llɨg de ngäna ngäs e de ada eran be ddone","His father Mas came from there and said I will return my son but Pol rejected","dagirnän","stay.rem.dur.3sgS,","mas","male personal name","da","no",NA,NA
"ngämo","1.sg.poss","Medäda Mas mäse dowalle deyarnän ada ngämo llɨg de ngäna ngäs e de ada eran be ddone","His father Mas came from there and said I will return my son but Pol rejected","","","llɨg","boy","ngämo","yes","no","kinship"
"oba","3.nsg.poss","Poll Poll ada däganän ada ada oba mudan bagirnän gänyme","and said, let him stay with me here.","ada","like this","mudan","cop.prohib.prs.sgS","oba","yes","no",NA
"ngämo","1.sg.poss","Gänyan ede baba ngämo baba era Kurintti att dan oke be llamda medäda gonyo we dindugän oke ngämi gänyagaeya gänymeae gogmam","Here it is, my father is from Kurunti but his old father migrated here so we settled here","","","baba","father","ngämo","yes","no","kinship"
"medäda","father=cl.poss.kin","Gänyan ede baba ngämo baba era Kurintti att dan oke be llamda medäda gonyo we dindugän oke ngämi gänyagaeya gänymeae gogmam","Here it is, my father is from Kurunti but his old father migrated here so we settled here","llamda","old man","gonyo","here","da","no",NA,"kinship"
"ngämo","1.sg.poss","Ngämo baba bo eka wabal a eran ngäma eka da eran ttongo dan","My father's original mother tongue is different, we have another language.","gogmam","aux.rem.1|2plS,","baba","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo baba bo eka wabal a eran ngäma eka da eran ttongo dan","My father's original mother tongue is different, we have another language.","baba","father","eka","speak","bo","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngämo baba bo eka wabal a eran ngäma eka da eran ttongo dan","My father's original mother tongue is different, we have another language.","eran","aux.prs.1|3sgA>3sgP","eka","speak","ngäma","yes","no",NA
"oba","3.nsg.poss","Ge ubi duli Kurintti de oba de bi Agäb ge ada oba eka panypeny a Agäb dan","That is about those people like Kurunti, they also speak Agob.","de","acc","de","acc","oba","yes","no",NA
"oba","3.nsg.poss","Ge ubi duli Kurintti de oba de bi Agäb ge ada oba eka panypeny a Agäb dan","That is about those people like Kurunti, they also speak Agob.","ada","like this","eka panypeny","speak","oba","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba - ngämo baba eran church me melemang dan","My father, my father is a church worker","dan","cop.prs.sgS,","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo baba - ngämo baba eran church me melemang dan","My father, my father is a church worker","-","","baba","father","ngämo","yes","no","kinship"
"iba","1.incl.nsg.poss","Ao ede ada ingoll dan ada sos me melemang dan a iba mäda bo melemang dan","Yes, it's like this, he works in the church and also works for our Heavenly father (God).","a","nom","mäda","father","iba","yes","no","kinship"
"bo","3.sg.poss","Ao ede ada ingoll dan ada sos me melemang dan a iba mäda bo melemang dan","Yes, it's like this, he works in the church and also works for our Heavenly father (God).","mäda","father","melemang","work-agt","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae bo bin a bogo aenen Naemäll","My mother's name is Naemol.","dan","cop.prs.sgS,","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Ngämo yae bo bin a bogo aenen Naemäll","My mother's name is Naemol.","yae","mother","bin","name","bo","yes","no",NA
"oba","3.nsg.poss","Bogo eran oba de ttängäm da duli dan Wim Wim me dan ede duli Wim me dan","As for her, her land is that direction towards Wim, at Wim.","","","de","acc","oba","yes","no",NA
"oba","3.nsg.poss","Ede oba mangmang a gänyag","So these are my mother's brothers.","ede","so","mangmang","brothers","oba","yes","no",NA
"ngämo","1.sg.poss","Nga ngämo ako oba eka da ka oba eka da a oba eka ubi Wimang dag ede ada ge ada oba ngalen a da ingollang dan ada","As for me, their language, their language their language they are from Wim and their culture.......","nga","now","ako","again","ngämo","yes","no",NA
"oba","3.nsg.poss","Nga ngämo ako oba eka da ka oba eka da a oba eka ubi Wimang dag ede ada ge ada oba ngalen a da ingollang dan ada","As for me, their language, their language their language they are from Wim and their culture.......","","","eka","speak","oba","yes","no",NA
"oba","3.nsg.poss","Nga ngämo ako oba eka da ka oba eka da a oba eka ubi Wimang dag ede ada ge ada oba ngalen a da ingollang dan ada","As for me, their language, their language their language they are from Wim and their culture.......","","","eka","speak","oba","yes","no",NA
"oba","3.nsg.poss","Nga ngämo ako oba eka da ka oba eka da a oba eka ubi Wimang dag ede ada ge ada oba ngalen a da ingollang dan ada","As for me, their language, their language their language they are from Wim and their culture.......","a","nom","eka","speak","oba","yes","no",NA
"oba","3.nsg.poss","Nga ngämo ako oba eka da ka oba eka da a oba eka ubi Wimang dag ede ada ge ada oba ngalen a da ingollang dan ada","As for me, their language, their language their language they are from Wim and their culture.......","ada","like this","ngalen","way","oba","yes","no",NA
"oba","3.nsg.poss","Kawam eria me dan oba ttängäm a duli","Their land is in the Kawam area.","dan","cop.prs.sgS","ttängäm","place","oba","yes","no",NA
"obo","3.sg.poss","Obo mabun a bunkuttang dan","Her totem is the 'Catfish'","duli","away,","mabun","clan","obo","yes","no",NA
"ngämo","1.sg.poss","Ngämo - ngäma Ende eka walle","Mine - in our Ende vernacular.","dan","cop.prs.sgS,","-","","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngämo - ngäma Ende eka walle","Mine - in our Ende vernacular.","-","","ende","language name","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae eraeya ada ingoll deya ngaska bongo ddone ngämo yae bom ikop däga ao malla bäne peyang att daeya bongo leit me de deyar","My mother was like this, I think you didn't see my mother, yeah she was not present at your time, you arrived here lately.","walle","ins,","yae","mother","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae eraeya ada ingoll deya ngaska bongo ddone ngämo yae bom ikop däga ao malla bäne peyang att daeya bongo leit me de deyar","My mother was like this, I think you didn't see my mother, yeah she was not present at your time, you arrived here lately.","ddone","not","yae","mother","ngämo","yes","no",NA
"ngämo","1.sg.poss","Be ngämo yae eraeya ge obo ngalen a ada ingoll daeya ge Donae alla ingoll dan be obo","My mother's character was like Donae's but her","be","but","yae","mother","ngämo","yes","no",NA
"obo","3.sg.poss","Be ngämo yae eraeya ge obo ngalen a ada ingoll daeya ge Donae alla ingoll dan be obo","My mother's character was like Donae's but her","ge","this","ngalen","way","obo","yes","no",NA
"obo","3.sg.poss","Be ngämo yae eraeya ge obo ngalen a ada ingoll daeya ge Donae alla ingoll dan be obo","My mother's character was like Donae's but her","be","but","obo","3.sg.poss","obo","yes","no",NA
"obo","3.sg.poss","obo giddoll a bogo ade christian mälla daeya bogo ade church me giddollag deya","Her lifestyle was christian living - she was a christian woman also who lived in the church.","obo","3.sg.poss","giddoll","live","obo","yes","no",NA
"obo","3.sg.poss","Be obo ingoll a ada ingoll deya just like ge ada bongo alla ingoll dan ao obo ingoll a ada ingoll deya","But her appearance was just like how you look like, she looked like you","be","but","ingoll","like","obo","yes","no",NA
"obo","3.sg.poss","Be obo ingoll a ada ingoll deya just like ge ada bongo alla ingoll dan ao obo ingoll a ada ingoll deya","But her appearance was just like how you look like, she looked like you","","","ingoll","like","obo","yes","no",NA
"ngämo","1.sg.poss","Ngämo masamasar a eka gognegnän ere ede Ende eka walle eka gognegnän","My grandparents communicated in English, yes in English.","deya","cop.pst.sgS,","masamasar","ancestors","ngämo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ngämi era ngäma Ende eka walle eka tameny amalla","We are communicating in our Ende language","era","foc","ende","language name","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ao ngämo mälla da daden","Yes, my wife is here","ao","yes","mälla","woman","ngämo","yes","no","kinship"
"obo","3.sg.poss","Obo bin a Wainum ainen","Her name is Wainum.","daden","cop.exist.prs.sgS,","bin","name","obo","yes","no",NA
"obo","3.sg.poss","Obo mabun a käza dan","Her totem is the 'Crocodile'","ainen","cop.who.prs.sgS,","mabun","clan","obo","yes","no",NA
"obo","3.sg.poss","Obo eka da era ttongo ingollang dan","Her language is very different.","dan","cop.prs.sgS,","eka","speak","obo","yes","no",NA
"obo","3.sg.poss","Obo eka da era ttingollang dan","Her language is very different.","dan","cop.prs.sgS,","eka","speak","obo","yes","no",NA
"obo","3.sg.poss","Ubi era gänyeri any Abom Abom Abom lla dag ge obo mäg Wainum bo mäg a Wainum bo mäg era ede dulibattäm dan","They are people from this direction, Abom, Abom, Abom people are they. Wainum's mother is from there.","","","mäg","mother","obo","yes","no","kinship"
"bo","3.sg.poss","Ubi era gänyeri any Abom Abom Abom lla dag ge obo mäg Wainum bo mäg a Wainum bo mäg era ede dulibattäm dan","They are people from this direction, Abom, Abom, Abom people are they. Wainum's mother is from there.","wainum","female personal name","mäg","mother","bo","yes","no","kinship"
